id,poem 
257,"Мы многое еще не сознаем,
Питомцы ленинской победы,
И песни новые
По-старому поем,
Как нас учили бабушки и деды.

Друзья! Друзья!
Какой раскол в стране,
Какая грусть в кипении веселом!
Знать, оттого так хочется и мне,
Задрав штаны,
Бежать за комсомолом.

Я уходящих в грусти не виню,
Ну где же старикам
За юношами гнаться?
Они несжатой рожью на корню
Остались догнивать и осыпаться.

И я, я сам,
Не молодой, не старый,
Для времени навозом обречен.
Не потому ль кабацкий звон гитары
Мне навевает сладкий сон?

Гитара милая,
Звени, звени!
Сыграй, цыганка, что-нибудь такое,
Чтоб я забыл отравленные дни,
Не знавшие ни ласки, ни покоя.

Советскую я власть виню,
И потому я на нее в обиде,
Что юность светлую мою
В борьбе других я не увидел.

Что видел я?
Я видел только бой
Да вместо песен
Слышал канонаду.
Не потому ли с желтой головой
Я по планете бегал до упаду?

Но все ж я счастлив.
В сонме бурь
Неповторимые я вынес впечатленья.
Вихрь нарядил мою судьбу
В золототканое цветенье.

Я человек не новый!
Что скрывать?
Остался в прошлом я одной ногою,
Стремясь догнать стальную рать,
Скольжу и падаю другою.

Но есть иные люди.
Те
Еще несчастней и забытей.
Они, как отрубь в решете,
Средь непонятных им событий.

Я знаю их
И подсмотрел:
Глаза печальнее коровьих.
Средь человечьих мирных дел,
Как пруд, заплесневела кровь их.

Кто бросит камень в этот пруд?
Не троньте!
Будет запах смрада.
Они в самих себе умрут,
Истлеют падью листопада.

А есть другие люди,
Те, что верят,
Что тянут в будущее робкий взгляд.
Почесывая зад и перед,
Они о новой жизни говорят.

Я слушаю. Я в памяти смотрю,
О чем крестьянская судачит оголь.
""С Советской властью жить нам по нутрю...
Теперь бы ситцу... Да гвоздей немного...""

Как мало надо этим брадачам,
Чья жизнь в сплошном
Картофеле и хлебе.
Чего же я ругаюсь по ночам
На неудачный, горький жребий?

Я тем завидую,
Кто жизнь провел в бою,
Кто защищал великую идею.
А я, сгубивший молодость свою,
Воспоминаний даже не имею.

Какой скандал!
Какой большой скандал!
Я очутился в узком промежутке.
Ведь я мог дать
Не то, что дал,
Что мне давалось ради шутки.

Гитара милая,
Звени, звени!
Сыграй, цыганка, что-нибудь такое,
Чтоб я забыл отравленные дни,
Не знавшие ни ласки, ни покоя.

Я знаю, грусть не утопить в вине,
Не вылечить души
Пустыней и отколом.
Знать, оттого так хочется и мне,
Задрав штаны,
Бежать за комсомолом."
258,"1

Потонула деревня в ухабинах,
Заслонили избенки леса.
Только видно, на кочках и впадинах,
Как синеют кругом небеса.

Воют в сумерки долгие, зимние,
Волки грозные с тощих полей.
По дворам в погорающем инее
Над застрехами храп лошадей.

Как совиные глазки, за ветками
Смотрят в шали пурги огоньки.
И стоят за дубровными сетками,
Словно нечисть лесная, пеньки.

Запугала нас сила нечистая,
Что ни прорубь — везде колдуны.
В злую заморозь в сумерки мглистые
На березках висят галуны.

2

Но люблю тебя, родина кроткая!
А за что — разгадать не могу.
Весела твоя радость короткая
С громкой песней весной на лугу.

Я люблю над покосной стоянкою
Слушать вечером гуд комаров.
А как гаркнут ребята тальянкою,
Выйдут девки плясать у костров.

Загорятся, как черна смородина,
Угли-очи в подковах бровей.
Ой ты, Русь моя, милая родина,
Сладкий отдых в шелку купырей.

3

Понакаркали черные вороны:
Грозным бедам широкий простор.
Крутит вихорь леса во все стороны,
Машет саваном пена с озер.

Грянул гром, чашка неба расколота,
Тучи рваные кутают лес.
На подвесках из легкого золота
Закачались лампадки небес.

Повестили под окнами сотские
Ополченцам идти на войну.
Загыгыкали бабы слободские,
Плач прорезал кругом тишину.

Собиралися мирные пахари
Без печали, без жалоб и слез,
Клали в сумочки пышки на сахаре
И пихали на кряжистый воз.

По селу до высокой околицы
Провожал их огулом народ…
Вот где, Русь, твои добрые молодцы,
Вся опора в годину невзгод.

4

Затомилась деревня невесточкой —
Как-то милые в дальнем краю?
Отчего не уведомят весточкой, —
Не погибли ли в жарком бою?

В роще чудились запахи ладана,
В ветре бластились стуки костей.
И пришли к ним нежданно-негаданно
С дальней волости груды вестей.

Сберегли по ним пахари памятку,
С потом вывели всем по письму.
Подхватили тут родные грамотку,
За ветловую сели тесьму.

Собралися над четницей Лушею
Допытаться любимых речей.
И на корточках плакали, слушая,
На успехи родных силачей.

5

Ах, поля мои, борозды милые,
Хороши вы в печали своей!
Я люблю эти хижины хилые
С поджиданьем седых матерей.

Припаду к лапоточкам берестяным,
Мир вам, грабли, коса и соха!
Я гадаю по взорам невестиным
На войне о судьбе жениха.

Помирился я с мыслями слабыми,
Хоть бы стать мне кустом у воды.
Я хочу верить в лучшее с бабами,
Тепля свечку вечерней звезды.

Разгадал я их думы несметные,
Не спугнет их ни гром и ни тьма.
За сохою под песни заветные
Не причудится смерть и тюрьма.

Они верили в эти каракули,
Выводимые с тяжким трудом,
И от счастья и радости плакали,
Как в засуху над первым дождем.

А за думой разлуки с родимыми
В мягких травах, под бусами рос,
Им мерещился в далях за дымами
Над лугами веселый покос.

Ой ты, Русь, моя родина кроткая,
Лишь к тебе я любовь берегу.
Весела твоя радость короткая
С громкой песней весной на лугу."
259,"Я одену тебя побирушкой,
Подпояшу оструганным лыком.
Упираяся толстою клюшкой,
Уходи ты к лесным повиликам.

У стогов из сухой боровины
Шьет русалка из листьев обновы.
У ней губы краснее малины,
Брови черные круче подковы.

Ты скажи ей: «Я странник усталый,
Равнодушный к житейским потерям».
Скинь-покинь свой армяк полинялый,
Проходи с нею к зарослям в терем.

Соберутся русалки с цветами,
Заведут под гармони гулянку
И тебя по заре с петухами
Поведут провожать на полянку.

Побредешь ты, воспрянутый духом,
Будешь зыкать прибаски на цевне
И навстречу горбатым старухам
Скинешь шапку с поклоном деревне."
260,"Задремали звезды золотые,
Задрожало зеркало затона,
Брезжит свет на заводи речные
И румянит сетку небосклона.

Улыбнулись сонные березки,
Растрепали шелковые косы.
Шелестят зеленые сережки,
И горят серебряные росы.

У плетня заросшая крапива
Обрядилась ярким перламутром
И, качаясь, шепчет шаловливо:
""С добрым утром!"""
261,"Свет вечерний шафранного края,
Тихо розы бегут по полям.
Спой мне песню, моя дорогая,
Ту, которую пел Хаям.
Тихо розы бегут по полям.

Лунным светом Шираз осиянен,
Кружит звезд мотыльковый рой.
Мне не нравится, что персияне
Держат женщин и дев под чадрой.
Лунным светом Шираз осиянен.

Иль они от тепла застыли,
Закрывая телесную медь?
Или, чтобы их больше любили,
Не желают лицом загореть,
Закрывая телесную медь?

Дорогая, с чадрой не дружись,
Заучи эту заповедь вкратце,
Ведь и так коротка наша жизнь,
Мало счастьем дано любоваться.
Заучи эту заповедь вкратце.

Даже все некрасивое в роке
Осеняет своя благодать.
Потому и прекрасные щеки
Перед миром грешно закрывать,
Коль дала их природа-мать.

Тихо розы бегут по полям.
Сердцу снится страна другая.
Я спою тебе сам, дорогая,
То, что сроду не пел Хаям...
Тихо розы бегут по полям."
262,"Свищет ветер под крутым забором, 
Прячется в траву. 
Знаю я, что пьяницей и вором 
Век свой доживу. 
Тонет день за красными холмами, 
Кличет на межу. 
Не один я в этом свете шляюсь, 
Не один брожу. 
Размахнулось поле русских пашен, 
То трава, то снег, 
Все равно, литвин я иль чувашин, 
Крест мой как у всех. 
Верю я, как ликам чудотворным, 
В мой потайный час. 
Он придет бродягой подзаборным, 
Нерушимый Спас. 
Но быть может, в синих клочьях дыма 
Тайноводных рек 
Я пройду его с улыбкой пьяной мимо, 
Не узнав навек. 
Не блеснет слеза в моих ресницах, 
Не вспугнет мечту. 
Только радость синей голубицей 
Канет в темноту. 
И опять, как раньше, с дикой злостью 
Запоет тоска... 
Пусть хоть ветер на моем погосте 
Пляшет трепака. "
263,"Свищет ветер, серебряный ветер,
В шелковом шелесте снежного шума.
В первый раз я в себе заметил -
Так я еще никогда не думал.

Пусть на окошках гнилая сырость,
Я не жалею, и я не печален.
Мне все равно эта жизнь полюбилась,
Так полюбилась, как будто вначале.

Взглянет ли женщина с тихой улыбкой -
Я уж взволнован. Какие плечи!
Тройка ль проскачет дорогой зыбкой -
Я уже в ней и скачу далече.

О, мое счастье и все удачи!
Счастье людское землей любимо.
Тот, кто хоть раз на земле заплачет,-
Значит, удача промчалась мимо.

Жить нужно легче, жить нужно проще,
Все принимая, что есть на свете.
Вот почему, обалдев, над рощей
Свищет ветер, серебряный ветер."
264,"  (из Тараса Шевченко)

Село! В душе моей покой.
Село в Украйне дорогой,
И, полный сказок и чудес,
Кругом села зеленый лес.
Цветут сады, белеют хаты,
А на горе стоят палаты,
И перед крашеным окном
В шелковых листьях тополя,
А там все лес, и все поля,
И степь, и горы за Днепром...
И в небе темно-голубом
Сам бог витает над селом."
265,"  Вл. Чернявскому

                    1

О солнце, солнце,
Золотое, опущенное в мир ведро,
      Зачерпни мою душу!
      Вынь из кладезя мук
              Страны моей.

              Каждый день,
Ухватившись за цепь лучей твоих,
Карабкаюсь я в небо.
Каждый вечер
Срываюсь и падаю в пасть заката.

Тяжко и горько мне...
Кровью поют уста...
Снеги, белые снеги -
Покров моей родины -
      Рвут на части.
На кресте висит
      Ее тело,
Голени дорог и холмов
      Перебиты...

Волком воет от запада
              Ветер...
      Ночь, как ворон,
Точит клюв на глаза-озера.
И доскою надкрестною
Прибита к горе заря:

      Исус Назарянин
      Царь Иудейский

                    2

О месяц, месяц!
Рыжая шапка моего деда,
Закинутая озорным внуком на сук облака,
      Спади на землю...
      Прикрой глаза мои!

              Где ты...
      Где моя родина?

Лыками содрала твои дороги
              Буря,
Синим языком вылизал снег твой -
              Твою белую шерсть -
              Ветер...

И лежишь ты, как овца,
Дрыгая ногами в небо,
      Путая небо с яслями,
Путая звезды
С овсом золотистым.

О путай, путай!
Путай все, что видишь...
Не отрекусь принять тебя даже с солнцем,
Похожим на свинью...
Не испугаюсь просунутого пятачка его
              В частокол
              Души моей.
Тайна твоя велика есть.
Гибель твоя миру купель
              Предвечная.

                    3

О красная вечерняя заря!
        Прости мне крик мой.
Прости, что спутал я твою Медведицу
        С черпаком водовоза...

Пастухи пустыни -
Что мы знаем?..
Только ведь приходское училище
                Я кончил,
Только знаю библию да сказки,
Только знаю, что поет овес при ветре...
                Да еще
        По праздникам
        Играть в гармошку.

Но постиг я...
Верю, что погибнуть лучше,
Чем остаться
      С содранною
      Кожей.

Гибни, край мой!

Гибни, Русь моя,
      Начертательница
      Третьего
      Завета.

                    4

О звезды, звезды,
Восковые тонкие свечи,
Капающие красным воском
      На молитвенник зари,
                Склонитесь ниже!

Нагните пламя свое,
      Чтобы мог я,
      Привстав на цыпочки,
      Погасить его.

Он не понял, кто зажег вас,
О какой я пропел вам
                Смерти.

                Радуйся,
  Земля!

Деве твоей Руси
Новое возвестил я
      Рождение.
Сына тебе
Родит она...

Имя ему -
      Израмистил.

Пой и шуми, Волга!
В синие ясли твои опрокинет она
      Младенца.

Не говорите мне,
              Что это
В полном круге
Будет всходить
              Луна...

Это он!
Это он
Из чрева неба
Будет высовывать
              Голову..."
266,"Серебристая дорога,
Ты зовешь меня куда?
Свечкой чисточетверговой
Над тобой горит звезда.

Грусть ты или радость теплишь?
Иль к безумью правишь бег?
Помоги мне сердцем вешним
Долюбить твой жесткий снег.

Дай ты мне зарю на дровни,
Ветку вербы на узду.
Может быть, к вратам господним
Сам себя я приведу."
267,"Синее небо, цветная дуга,
Тихо степные бегут берега,
Тянется дым, у малиновых сел
Свадьба ворон облегла частокол.

Снова я вижу знакомый обрыв
С красною глиной и сучьями ив,
Грезит над озером рыжий овес,
Пахнет ромашкой и медом от ос.

Край мой! Любимая Русь и Мордва!
Притчею мглы ты, как прежде, жива.
Нежно под трепетом ангельских крыл
Звонят кресты безымянных могил.

Многих ты, родина, ликом своим
Жгла и томила по шахтам сырым.
Много мечтает их, сильных и злых,
Выкусить ягоды персей твоих.

Только я верю: не выжить тому,
Кто разлюбил твой острог и тюрьму...
Вечная правда и гомон лесов
Радуют душу под звон кандалов.
"
268,"Синий май. Заревая теплынь.
Не прозвякнет кольцо у калитки.
Липким запахом веет полынь.
Спит черемуха в белой накидке.

В деревянные крылья окна
Вместе с рамами в тонкие шторы
Вяжет взбалмошная луна
На полу кружевные узоры.

Наша горница хоть и мала,
Но чиста. Я с собой на досуге...
В этот вечер вся жизнь мне мила,
Как приятная память о друге.

Сад полышет, как пенный пожар,
И луна, напрягая все силы,
Хочет так, чтобы каждый дрожал
От щемящего слова ""милый"".

Только я в эту цветь, в эту гладь,
Под тальянку веселого мая,
Ничего не могу пожелать,
Все, как есть, без конца принимая.

Принимаю - приди и явись,
Все явись, в чем есть боль и отрада...
Мир тебе, отшумевшая жизнь.
Мир тебе, голубая прохлада."
269,"Синий туман. Снеговое раздолье,
Тонкий лимонный лунный свет.
Сердцу приятно с тихою болью
Что-нибудь вспомнить из ранних лет.

Снег у крыльца как песок зыбучий.
Вот при такой же луне без слов,
Шапку из кошки на лоб нахлобучив,
Тайно покинул я отчий дров.

Снова вернулся я в край родимый.
Кто меня помнит? Кто позабыл?
Грустно стою я, как странник гонимый,-
Старый хозяин своей избы.

Молча я комкаю новую шапку,
Не по душе мне соболий мех.
Вспомнил я дедушку, вспомнил я бабку,
Вспомнил кладбищенский рыхлый снег.

Все успокоились, все там будем,
Как в этой жизни радей не радей,-
Вот почему так тянусь я к людям,
Вот почему так люблю людей.

Вот отчего я чуть-чуть не заплакал
И, улыбаясь, душой погас,-
Эту избу на крыльце с собакой
Словно я вижу в последний раз."
270,"            Русская сказка

Маша - круглая сиротка.
Плохо, плохо Маше жить,
Злая мачеха сердито
Без вины ее бранит.

Неродимая сестрица
Маше места не дает,
Плачет Маша втихомолку
И украдкой слезы льет.

Не перечит Маша брани,
Не теряет дерзких слов,
А коварная сестрица
Отбивает женихов.

Злая мачеха у Маши
Отняла ее наряд,
Ходит Маша без наряда,
И ребята не глядят.

Ходит Маша в сарафане,
Сарафан весь из заплат,
А на мачехиной дочке
Бусы с серьгами гремят.

Сшила Маша на подачки
Сарафан себе другой
И на голову надела
Полушалок голубой.

Хочет Маша понарядней
В церковь божию ходить
И у мачехи сердитой
Просит бусы ей купить.

Злая мачеха на Машу
Засучила рукава,
На устах у бедной Маши
Так и замерли слова.

Вышла Маша, зарыдала,
Только некуда идти,
Побежала б на кладбище,
Да могилки не найти.

Замела седая вьюга
Поле снежным полотном,
По дороженькам ухабы,
И сугробы под окном.

Вышла Маша на крылечко,
Стало больно ей невмочь.
А другом лишь воет ветер,
А кругом лишь только ночь.

Плачет Маша у крылечка,
Притаившись за углом,
И заплаканные глазки
Утирает рукавом.

Плачет Маша, крепнет стужа.
Злится дедушка-мороз,
А из глаз ее, как жемчуг,
Вытекают капли слез.

Вышел месяц из-за тучек,
Ярким светом заиграл.
Видит Маша - на приступке
Кто-то бисер разметал.

От нечаянного счастья
Маша глазки подняла
И застывшими руками
Крупный жемчуг собрала.

Только Маша за колечко
Отворяет дверь рукой, -
А с высокого сугроба
К ней бежит старик седой:

""Эй, красавица, постой-ка,
Замела совсем пурга!
Где-то здесь вот на крылечке
Позабыл я жемчуга"".

Маша с тайною тревогой
Робко глазки подняла
И сказала, запинаясь:
""Я их в фартук собрала"".

И из фартука стыдливо,
Заслонив рукой лицо,
Маша высыпала жемчуг
На обмерзшее крыльцо.

""Стой, дитя, не сыпь, не надо, -
Говорит старик седой, -
Это бисер ведь на бусы,
Это жемчуг, Маша, твой"".

Маша с радости смеется,
Закраснелася, стоит,
А старик, склонясь над нею,
Так ей нежно говорит:

""О дитя, я видел, видел,
Сколько слез ты пролила
И как мачеха лихая
Из избы тебя гнала.

А в избе твоя сестрица
Любовалася собой
И, расчесывая косы,
Хохотала над тобой.

Ты рыдала у крылечка,
А кругом мела пурга,
Я в награду твои слезы
Заморозил в жемчуга.

За тебя, моя родная,
Стало больно мне невмочь
И озлобленным дыханьем
Застудил я мать и дочь.

Вот и вся моя награда
За твои потоки слез...
Я ведь, Маша, очень добрый,
Я ведь дедушка-мороз"".

И исчез мороз трескучий...
Маша жемчуг собрала
И, прислушиваясь к вьюге,
Постояла и ушла.

Утром Маша рано-рано
Шла могилушку копать,
В это время царедворцы
Шли красавицу искать.

Приказал король им строго
Обойти свою страну
И красавицу собою
Отыскать себе жену.

Увидали они Машу,
Стали Маше говорить,
Только Маша порешила
Прежде мертвых схоронить.

Тихо справили поминки,
На душе утихла боль,
И на Маше, на сиротке,
Повенчался сам король."
271,"Скупались звезды в невидимом бреде.
Жутко и страшно проснувшейся бредне.
Пьяно кружуся я в роще помятой,
Хочется звезды рукою помяти.
Блестятся гусли веселого лада,
В озере пенистом моется лада.
Груди упруги, как сочные дули,
Ластится к вихрям, чтоб в кости ей дули.
Тает как радуга, зорька вечерня,
С тихою радостью в сердце вечерня."
272,"Слезы... опять эти горькие слезы,
Безотрадная грусть и печаль;
Снова мрак... и разбитые грезы
Унеслись в бесконечную даль.

Что же дальше? Опять эти муки?
Нет, довольно... Пора отдохнуть
И забыть эти грустные звуки,
Уж и так истомилася грудь.

Кто поет там под сенью березы?
Звуки будто знакомые мне -
Это слезы опять... Это слезы
И тоска по родной стороне.

Но ведь я же на родине милой,
А в слезах истомил свою грудь.
Эх... лишь, видно, в холодной могиле
Я забыться могу и заснуть."
273,"Слушай, поганое сердце,
Сердце собачье мое.
Я на тебя, как на вора,
Спрятал в руках лезвие.

Рано ли, поздно всажу я
В ребра холодную сталь.
Нет, не могу я стремиться
В вечную сгнившую даль.

Пусть поглупее болтают,
Что их загрызла мета;
Если и есть что на свете -
Это одна пустота."
274,"Слышишь - мчатся сани, слышишь - сани мчатся.
Хорошо с любимой в поле затеряться.

Ветерок веселый робок и застенчив,
По равнине голой катится бубенчик,

Эх вы, сани, сани! Конь ты мои буланый!
Где-то на поляне клен танцует пьяный.

Мы к нему подъедем, спросим - что такое?
И станцуем вместе под тальянку трое."
275,"Снег, словно мед ноздреватый,
Лег под прямой частокол.
Лижет теленок горбатый
Вечера красный подол.

Тихо от хлебного духа
Снится кому-то апрель.
Кашляет бабка-старуха,
Грудью склонясь на кудель.

Рыжеволосый внучонок
Щупает в книжке листы.
Стан его гибок и тонок,
Руки белей бересты.

Выпала бабке удача,
Только одно невдомек:
Плохо решает задачи
Выпитый ветром умок.

С глазу ль, с немилого ль взора
Часто она под удой
Поит его с наговором
Преполовенской водой.

И за глухие поклоны
С лика упавших седин
Пишет им числа с иконы
Божий слуга - Дамаскин."
276,"Снежная замять дробится и колется,
Сверху озябшая светит луна.
Снова я вижу родную околицу,
Через метель огонек у окна.

Все мы бездомники, много ли нужно нам.
То, что далось мне, про то и пою.
Вот я опять за родительским ужином,
Снова я вижу старушку мою.

Смотрит, а очи слезятся, слезятся,
Тихо, безмолвно, как будто без мук.
Хочет за чайную чашку взяться -
Чайная чашка скользит из рук.

Милая, добрая, старая, нежная,
С думами грустными ты не дружись,
Слушай, под эту гармонику снежную
Я расскажу про свою тебе жизнь.

Много я видел и много я странствовал,
Много любил я и много страдал,
И оттого хулиганил и пьянствовал,
Что лучше тебя никого не видал.

Вот и опять у лежанки я греюсь,
Сбросил ботинки, пиджак свой раздел.
Снова я ожил и снова надеюсь
Так же, как в детстве, на лучший удел.

А за окном под метельные всхлипы,
В диком и шумном метельном чаду,
Кажется мне - осыпаются липы,
Белые липы в нашем саду."
277,"Снежная замять крутит бойко,
По полю мчится чужая тройка.

Мчится на тройке чужая младость.
Где мое счастье? Где моя радость?

Все укатилось под вихрем бойким
Вот на такой же бешеной тройке."
278,"Снова пьют здесь, дерутся и плачут
Под гармоники желтую грусть.
Проклинают свои неудачи,
Вспоминают московскую Русь.
И я сам, опустясь головою,
Заливаю глаза вином,
Чтоб не видеть в лицо роковое,
Чтоб подумать хоть миг об ином.

Что-то всеми навек утрачено.
Май мой синий!  Июнь голубой!
Не с того ль так чадит мертвячиной
Над пропащею этой гульбой.

Ах, сегодня так весело россам,
Самогонного спирта - река.
Гармонист с провалившимся носом
Им про Волгу поет и про Чека.

Что-то злое во взорах безумных,
Непокорное в громких речах.
Жалко им тех дурашливых, юных,
Что сгубили свою жизнь сгоряча.

Где ж вы те, что ушли далече?
Ярко ль светят вам наши лучи?
Гармонист спиртом сифилис лечит,
Что в киргизских степях получил.

Нет! таких не подмять, не рассеять.
Бесшабашность им гнилью дана.
Ты, Рассея моя... Рас... сея...
Азиатская сторона!"
279,"Дай, Джим, на счастье лапу мне,
Такую лапу не видал я сроду.
Давай с тобой полаем при луне
На тихую, бесшумную погоду.
Дай, Джим, на счастье лапу мне.

Пожалуйста, голубчик, не лижись.
Пойми со мной хоть самое простое.
Ведь ты не знаешь, что такое жизнь,
Не знаешь ты, что жить на свете стоит.

Хозяин твой и мил и знаменит,
И у него гостей бывает в доме много,
И каждый, улыбаясь, норовит
Тебя по шерсти бархатной потрогать.

Ты по-собачьи дьявольски красив,
С такою милою доверчивой приятцей.
И, никого ни капли не спросив,
Как пьяный друг, ты лезешь целоваться.

Мой милый Джим, среди твоих гостей
Так много всяких и невсяких было.
Но та, что всех безмолвней и грустней,
Сюда случайно вдруг не заходила?

Она придет, даю тебе поруку.
И без меня, в ее уставясь взгляд,
Ты за меня лизни ей нежно руку
За все, в чем был и не был виноват."
280,"Я плакал на заре, когда померкли дали,
Когда стелила ночь росистую постель,
И с шепотом волны рыданья замирали,
И где-то вдалеке им вторила свирель.

Сказала мне волна: ""Напрасно мы тоскуем"", -
И, сбросив, свой покров, зарылась в берега,
А бледный серп луны холодным поцелуем
С улыбкой застудил мне слезы в жемчуга.

И я принес тебе, царевне ясноокой,
Кораллы слез моих печали одинокой
И нежную вуаль из пенности волны.

Но сердце хмельное любви моей не радо...
Отдай же мне за все, чего не надо,
Отдай мне поцелуй за поцелуй луны."
281,"Сохнет стаявшая глина,
На сугорьях гниль опенок.
Пляшет ветер по равнинам,
Рыжий ласковый осленок.

Пахнет вербой и смолою,
Синь то дремлет, то вздыхает.
У лесного аналоя
Воробей псалтырь читает.

Прошлогодний лист в овраге
Средь кустов, как ворох меди.
Кто-то в солнечной сермяге
На осленке рыжем едет.

Прядь волос нежней кудели,
Но лицо его туманно.
Никнут сосны, никнут ели
И кричат ему: ""Осанна!"""
282,"Сочинитель бедный, это ты ли
Сочиняешь песни о луне?
Уж давно глаза мои остыли
На любви, на картах и вине.

Ах, луна влезает через раму,
Свет такой, хоть выколи глаза...
Ставил я на пиковую даму,
А сыграл бубнового туза."
283,"Спит ковыль. Равнина дорогая,
И свинцовой свежести полынь.
Никакая родина другая
Не вольет мне в грудь мою теплынь.

Знать, у всех у нас такая участь,
И, пожалуй, всякого спроси -
Радуясь, свирепствуя и мучась,
Хорошо живется на Руси.

Свет луны, таинственный и длинный,
Плачут вербы, шепчут тополя.
Но никто под окрик журавлиный
Не разлюбит отчие поля.

И теперь, когда вот новым светом
И моей коснулась жизнь судьбы,
Все равно остался я поэтом
Золотой бревенчатой избы.

По ночам, прижавшись к изголовью,
Вижу я, как сильного врага,
Как чужая юность брызжет новью
На мои поляны и луга.

Но и все же, новью той теснимый,
Я могу прочувственно пропеть:
Дайте мне на родине любимой,
Все любя, спокойно умереть!"
284,"Сторона ль моя, сторонка,
Горевая полоса.
Только лес, да посолонка,
Да заречная коса...

Чахнет старая церквушка,
В облака закинув крест.
И забольная кукушка
Не летит с печальных мест.

По тебе ль, моей сторонке,
В половодье каждый год
С подожочка и котомки
Богомольный льется пот.

Лица пыльны, загорелы,
Веко выглодала даль,
И впилась в худое тело
Спаса кроткого печаль."
285,"Снова выплыли годы из мрака
И шумят, как ромашковый луг.
Мне припомнилась нынче собака,
Что была моей юности друг.

Нынче юность моя отшумела,
Как подгнивший под окнами клен,
Но припомнил я девушку в белом,
Для которой был пес почтальон.

Не у всякого есть свой близкий,
Но она мне как песня была,
Потому что мои записки
Из ошейника пса не брала.

Никогда она их не читала,
И мой почерк ей был незнаком,
Но о чем-то подолгу мечтала
У калины за желтым прудом.

Я страдал... Я хотел ответа...
Не дождался... уехал... И вот
Через годы... известным поэтом
Снова здесь, у родимых ворот.

Та собака давно околела,
Но в ту ж масть, что с отливом в синь,
С лаем ливисто ошалелым
Меня встрел молодой ее сын.

Мать честная! И как же схожи!
Снова выплыла боль души.
С этой болью я будто моложе,
И хоть снова записки пиши.

Рад послушать я песню былую,
Но не лай ты! Не лай! Не лай!
Хочешь, пес, я тебя поцелую
За пробуженный в сердце май?

Поцелую, прижмусь к тебе телом
И, как друга, введу тебя в дом...
Да, мне нравилась девушка в белом,
Но теперь я люблю в голубом."
