id,poem 
442,"Опять сияют масляной
Веселые огни.
И кажутся напраслиной
Нерадостные дни.

Как будто ночью северной
Нашла моя тоска
В снегу - листочек клеверный
В четыре лепестка.

И с детства сердцу милая,
Ты возникаешь вновь,
Такая непостылая
И ясная любовь.

Мороз немного колется,
Костры дымят слегка,
И сердце сладко молится
Дыханью ветерка.

Отвага молодецкая
И сани, что стрела,
Мне масляная детская
И русская мила.

Чья? Ванина иль Машина
Отвага веселей
На тройке разукрашенной
Летит среди полей?

Трусит кобылка черная,
Несется крик с катков,
А полость вся узорная
От пестрых лоскутков.

Я весел не напраслиной,-
Сбываются же сны,
Веселый говор масляной -
Преддверие весны.

И в ней нам обещание,
Что Пасха вновь придет,
Что сбудутся все чаянья,
Растает крепкий лед.

И белой ночью северной
Найдет моя тоска
Любви листочек клеверный
В четыре лепестка."
443,"Взрывают весенние плуги
Корявую кожу земли,-
Чтоб осенью снежные вьюги
Пустынный простор занесли.

Краснеет лукаво гречиха,
Синеет младенческий лен...
И снова все бело и тихо,
Лишь волки проходят как сон.

Колеблются нивы от гула,
Их топчет озлобленный бой...
И снова безмолвно Микула
Взрезает им грудь бороздой.

А древние пращуры зорко
Следят за работой сынов,
Ветлой наклоняясь с пригорка,
Туманом вставая с лугов.

И дальше тропой неизбежной,
Сквозь годы и бедствий и смут,
Влечется, суровый, прилежный,
Веками завещанный труд."
444,"Тень узорчатой мимозы, 
Всплески моря, день лучист... 
Навевает тихо грезы, 
Чуть шумя, эфирный лист. 

Или это сказкой чудной 
Усыплен я в летний зной? -- 
Вьется тканью изумрудной 
Легкий полог надо мной. 

Смех звенит... играя, фея 
Уронила локон свой, 
И поник он, зеленея, 
У меня над головой. 

Но едва я тронул локон, 
Отряхнув с него алмаз, -- 
Вмиг свернулся, вмиг поблек он, 
Образ трепетный погас!"
445,"О дочь смиренная весны!
Стыдливая лесов подруга!
Тобой все чувства прельщены,
Почто ты не цветёшь средь луга?

Подобно скромности святой
Благотворителя прямого,
Ты лить дары на нас рекой
Без благодарности готова.

Почто, о несравненный цвет!
В полях тебя не встретят взоры?
Тебе ли страшен солнца свет?
Тебе ль затмиться блеском Флоры?

Пусть ты красою не блестишь,
Как гордые собою розы,
Как те — влюблённых не прельстишь!
Зато нет терний, нет угрозы.

Явись, явись ты в нашу сень,
Оставь своё уединенье;
С весельем буду всякой день
Питать тебя в благодаренье.

Но нет! живи в судьбе своей,
Пустынных сих лесов свидетель!
Счастлив, кто любит от людей
Скрывать во мраке добродетель."
446,"На кургане, в шапке-зорнице
Стенька встал разгульно-смел,
Молодецкую он вольницу
Кликал, звонницей гудел:

- Гей-эй-эй!..

Собирайся-ка, голь перекатная,
Шалый сброд!
Будут гульбища, подвиги ратные, -
Русь зовет!

Хватай ножи с пистолями!
Гульнем по вольной воле мы!
Не дам народ в обиду я!
Айда тягаться с Кривдою!

- Гей-эй-эй!..

Нет житья от боярства от чванного,
Воевод!
Всех достанет рука атаманова,
Всех уймет!

Не дам народ в обиду я!
Айда тягаться с Кривдою!

Хватай ножи с пистолями!
Гульнем по вольной воле мы!

- Гей-эй-эй!..

Царь не видит, в палатах все тешится,
Спозаракь...
А и нам, братцы, время потешиться!
Грянь-ка, рвань!

Хватай ножи с пистолями!
Гульнем по вольной воле мы!
Не дам народ в обиду я!
Айда тягаться с Кривдою!

...Так бросал слова смутьянные
Разнн, взявшись за пистоль,
И ватагою буянною
На курган валила голь...

Не леса шумят кудрявые,
То повольники шумят;
Помыкает всей оравою
Колдовской, зовущий взгляд...

Зацвели ладьи узорные!
Песни, посвисты и гул!
Загляделись выси горные
На диковинный загул!

Не с того ли крика шалого
Волга вспенила сильней?..
Любо Стеньку разудалого
Уносить далеко ей!"
447,"Тебе хвала, и честь, и слава!
В твоих беседах ожила
Святая Русь - и величава
И православна, как была,
В них самобытная, родная
Заговорила старина,
Нас к новой жизни подымая
От унижения и сна!

Ты добросовестно и смело
И чистой, пламенной душой
Сознал свое святое дело,
И возбужденная тобой,
Красноречиво рукоплещет
Тебе великая Москва!
Так пусть же на тебя клевещет
Мирская, глупая молва!

Твои враги... они чужбине
Отцами проданы с пелен;
Русь неугодна их гордыне,
Им чужд и дик родной закон;
Родной язык им непонятен,
Им безответна и смешна
Своя земля, их ум развратен,
И совесть их прокажена.

Так их не слушай - будь спокоен
И не смущайся их молвой,
Науки жрец и правды воин!
Благословится подвиг твой:
Уже он много дум свободных,
И много чувств, и много сил
Святых, родных, своенародных,
Восстановил и укрепил."
448,"Покрытый ранами, поверженный во прах, 
Лежал я при пути в томленье и слезах 
И думал про себя в тоске невыразимой; 
""О, где моя родня? Где близкий? Где любимый? о 
И много мимо шло... Но что ж? Никто из них 
Не думал облегчить тяжёлых ран моих. 
Иной бы и желал, да в даль его манила 
Житейской суеты губительная сила, 
Иных пугал вид ран и мой тяжёлый стон. 
Уж мной овладевал холодный смерти сон, 
Уж на устах моих стенанья замирали. 
В тускнеющих очах уж слёзы застывали... 
Но вот пришёл один, склонился надо мной 
И слёзы мне отёр спасительной рукой; 
Он был неведом мне, но полн святой любовью - 
Текущею из ран не погнушался кровью: 
Он взял меня с собой и помогал мне сам, 
И лил на раны мне целительный бальзам, - 
И голос мне сказал в душе неотразимый: 
""Вот кто родня тебе, кто близкий, кто любимый!"" "
449,"Ночь на темя хладеющих крыш
Уронила безмолвную тишь.

Показался и весел и светел
На горе народившийся петел

И клюет он, стуча и звеня,
Пошатнувшийся гребень плетня.

За плетнем колыханье лампадок
Обещает разгадки загадок.

А восток сквозь сиреневый мрак
Поднимает малиновый флаг."
450,"Поезд мчался в широких азийских степях.
Помню мостик аршинный да запах полыни,
И висели вдали сотней серых папах
Облака - пограничным отрядом пустыни.

Рельсы выли, и стража меняла свой фронт,
Налетая к вагонам и слева и справа,
И кружился, качаясь, степной горизонт
Голубым колесом на обугленных травах.

Поезд мчался, как гром, и трубя, и пыля,
И кидаясь в противника клубами дыма,
И свистело кругом, и дрожала земля
От колёс, убегающих вдаль невредимо.

Но сидящим в вагонах всё было как спорт,
Было просто движенье над скучною далью.
Лишь ребёнок - сосед мой - угадывал спор
Меж безводной пустыней и ржущею сталью.

Он был прав:
В диком топоте стад,
Как от смерти, шарахались юрты в полыни
И потом, отбежав без оглядки назад,
Отдыхали под знойные вздохи пустыни.

Травы реже.
Дымились барханы кой-где.
Поезд громко кому-то кричал о свиданье,
И шипели пески, будто в чёрной беде,
Уползая с крыльца станционного зданья."
451,"У нас, у небольших певцов,
Рука и сердце в вечной ссоре:
Одно тебе, без лишних слов,
Давно бы несколько стихов
Сердечных молвило, на горе
Моих воинственных врагов;
Другая ж лето всё чертила
В стихах тяжелых вялый вздор,
А между тем и воды с гор
И из чернильницы чернила
Рок увлекал с толпой часов.
О, твой альбом-очарователь!
С ним замечтаться я готов.
В теченьи стольких вечеров
Он, как старинный мой приятель,
Мне о былом воспоминал!
С ним о тебе я толковал,
Его любезный обладатель!
И на листках его встречал
Черты людей, тобой любимых
И у меня в душе хранимых
По доброте, по ласкам их
И образованному чувству
К свободно-сладкому искусству
Сестер бессмертно-молодых."
452,"   Сны и тени,
   Сновиденья,
В сумрак трепетно манящие,
   Все ступени
   Усыпленья
Легким роем преходящие,

   Не мешайте
   Мне спускаться
К переходу сокровенному,
   Дайте, дайте
   Мне умчаться
С вами к свету отдаленному.

   Только минем
   Сумрак свода,-
Тени станем мы прозрачные
   И покинем
   Там у входа
Покрывала наши мрачные."
453,"Свершилось Лилете
Четырнадцать лет;
Милее на свете
Красавицы нет.
Улыбкою радость
И счастье дарит;
Но счастия сладость
Лилеты бежит.
Не лестны унылой
Толпы женихов,
Не радостны милой
Веселья пиров.
В кругу ли бывает
Подруг молодых -
И томность сияет
В очах голубых;
Одна ли в приятном
Забвеньи она -
Везде непонятным
Желаньем полна;
В природе прекрасной
Чего-то ей нет,
Какой-то неясный
Ей мнится предмет:
Невольная скука
Девицу крушит,
И тайная мука
Волнует, томит.
Ах, юные лета!
Ах, пылкая кровь!
Лилета, Лилета!
Ведь это - любовь.
"
454,"Из сборника «Садок судей»

Монах всегда молчал
Тускнели очи странно
Белела строго панна
От розовых начал.
Кружилась ночь вокруг,
Бросая покрывала.
Живой, родной супруг,
Родник, двойник металла.
Кругом, как сон, как мгла
Весна жила, плясала…
Отшельник из металла
Стоял в уюте зла."
455,"Ты — спутник мой,
Я — спутник твой.
Чем безысходней тухнешь ты,
Тем ярче напрягаюсь я.
Я — спутник твой.
Ты — спутник мой."
456,"Блистая пробегают облака
По голубому небу. Холм крутой
Осенним солнцем озарен. Река
Бежит внизу по камням с быстротой.
И на холме пришелец молодой
Завернут в плащ недвижимо сидит
Под старою березой. Он молчит,
Но грудь его подъемлется порой;
Но бледный лик меняет часто цвет;
Чего он ищет здесь? - спокойствия? - о нет!

Он смотрит в даль: тут лес пестреет, там
Поля и степи, там встречает взгляд
Опять дубраву, или по кустам
Рассеянные сосны. Мир как сад
Цветет - надев могильный свой наряд:
Поблекнувшие листья: жалок мир!
В нем каждый средь толпы забыт и сир;
И люди все к ничтожеству спешат,
Но, хоть природа презирает их,
Любимцы есть у ней, как у царей других.

И тот, на ком лежит ее печать,
Пускай не ропщет на судьбу свою,
Чтобы никто, никто не смел сказать,
Что у груди своей она змею
Согрела. - ""О! когда б одно люблю
Из уст прекрасной мог подслушать я,
Тогда бы люди, даже жизнь моя
В однообразном северном краю,
Всё б в новый блеск оделось!"" так мечтал
Беспечный... но просить он неба не желал!"
457,"Озеро плещет волной беспокойною,
Словно как в море растущий прибой,
Рвется к чему-то стихия нестройная,
Спорит о чем-то с враждебной судьбой.

Знать, не по сердцу оковы гранитные!
Только в безмерном отраден покой.
Снятся былые века первобытные,
Хочется снова царить над землей.

Бейся, волнуйся, невольница дикая!
Вечный позор добровольным рабам.
Сбудется сон твой, стихия великая,
Будет простор всем свободным волнам."
458,"«Вы задумчивы, маркиза?
            Вы больны?
— Ах, мой друг, одни капризы
            От луны.

Я люблю вас с новой страстью
            Вновь и вновь.
— Я давно не верю в счастье
            И любовь.

Но вокруг нас бродят пары,
            Влюблены.
— Это чары, только чары
            От луны.

Я хочу иль их развеять
            Иль пропасть.
— Ах, Луи, как сладко верить
            В вашу власть!

Но какой искать награды
            Я бы мог?
— Боже! Всё, чего вам надо,
            Мой цветок?

Если так, то всё готово,
            Я нашёл.
Но должны сдержать вы слово.
            — Хорошо!»

И помчали духи мрака
            В вышину:
Сирано де Бержераком
            На луну.

И рука его простёрла
            Звонкий бич,
Чтоб схватить луну за горло
            И избить."
459,"Ой ты, песня моя, ой ты, радость моя,
   Верный спутник, товарищ в злой доле!
Будь ты вечно со мной, не покинь ты меня,
   Будь мне друг, как бывало на воле!..

Было счастье тогда, были ясные дни,
   Хоть бывало и горе порою,
Были братья-друзья, гнали горе они,
   Жизнь катилася светлой волною...

Нынче нет уж тех дней, нету добрых друзей,
   Только горе осталося с нами, -
Лейся ж, песня моя, лейся шире, вольней,
   Не залить злое горе слезами...

Да и нам же к тому слезы некогда лить -
   Жизнь не всё отняла, что сулила.
Эй же, песня, вперед! слезы прочь - надо жить:
   С нами молодость, вера и сила!"
460,"Я весеннее раннее утро люблю:
   Чудно всходит оно над землею родной.
И о том только бога усердно молю,
   Чтобы гром, первый гром загремел надо мной.

Оживится земля со своими детьми;
   Бедный пахарь на ниве вздохнет веселей...
Первый гром, чудный гром, в небесах загреми
   И пошли дождь святой для засохших полей!

Как раскинется туча на небе шатром, -
   Всколыхнется душа, заволнуется грудь...
Первый гром, чудный гром, благодетельный гром,
   Для отцов и детей ты убийцей не будь!

Никого не убей, ничего не спали,
   Лишь засохшие нивы дождем ороси,
Благодетелем будь для родимой земли,
   Для голодной, холодной, но милой Руси."
461,"Мечтательный вечер над лесом дышал безмятежно,
От новой Луны протянулась лучистая нить,
И первые звезды мерцали так слабо и нежно,
Как будто бы ветер чуть слышный их мог погасить.

И было так странно, и были так сказочны ели,
Как мертвая сталь, холодела поверхность реки,
О чем-то невнятном, о чем-то печальном, без цели,
Как будто бы пели над влажным песком тростники.

И в бледном объятьи две тени родные дрожали,
И каждой хотелось в другой о себе позабыть,
Как будто бы можно в блаженстве не ведать печали,
Как будто бы сердце людское способно любить!"
462,"Не говори: любовь пройдет,
О том забыть твой друг желает;
В ее он вечность уповает,
Ей в жертву счастье отдает.

Зачем гасить душе моей
Едва блеснувшие желанья?
Хоть миг позволь мне без роптанья
Предаться нежности твоей.

За что страдать? Что мне в любви
Досталось от небес жестоких
Без горьких слез, без ран глубоких,
Без утомительной тоски?

Любви дни краткие даны,
Но мне не зреть ее остылой;
Я с ней умру, как звук унылый
Внезапно порванной струны."
463,"Почему под солнцем юга в ярких красках и цветах,
В формах выпукло-прекрасных представал пред взором прах?

Здесь - пришлец я, но когда-то здесь душа моя жила.
Это понял я, припомнив гондол черные тела.
Это понял, повторяя Юга полные слова,
Это понял, лишь увидел моего святого Льва!

От условий повседневных жизнь свою освободив,
Человек здесь стал прекрасен и как солнце горделив.
Он воздвиг дворцы в лагуне, сделал дожем рыбака,
И к Венеции безвестной поползли, дрожа, века.

И доныне неизменно все хранит здесь явный след
Прежней дерзости и мощи, над которой смерти нет."
464,"Ты все, что сердцу мило,
С чем я сжился умом:
Ты мне любовь и сила,-
Спи безмятежным сном!

Ты мне любовь и сила,
И свет в пути моем;
Все, что мне жизнь сулила,-
Спи безмятежным сном.

Все, что мне жизнь сулила
Напрасно с каждым днем;
Весь бред младого пыла,-
Спи безмятежным сном.

Весь бред младого пыла
О счастии земном
Судьба осуществила,-
Спи безмятежным сном.

Судьба осуществила
Все в образе одном,
Одно горит светило,-
Спи безмятежным сном!

Одно горит светило
Мне радостным лучом,
Как буря б ни грозила,-
Спи безмятежным сном!

Как буря б ни грозила,
Хотя б сквозь вихрь и гром
Неслось мое ветрило, -
Спи безмятежным сном!"
465,"Светает близь... Чуть дышит даль, светая...
Встает туман столбами, здесь и там...
И снова я - как арфа золотая,
Послушная таинственным перстам...
      
И тайный вихрь, своей волною знойной,
Смывает бред ночного забытья,
В мой сонный дух, в мой миг еще нестройный,
То пурпур дум, то пурпур грез струя...
      
И длятся - длятся отзвуки живые,
Возникшие в запретной нам дали,
Чтоб дрогнуть вдруг, волшебно и впервые,
Как весть из рая, в жребии земли...
      
И вот мой дух, изгнанник в мире тленья,
Бессменный раб изменчивых теней,
Тоскующе, слезами умиленья
Встречает сказку родины своей..."
466,"Старушка милая,
Живи, как ты живешь.
Я нежно чувствую
Твою любовь и память.
Но только ты
Ни капли не поймешь -
Чем я живу
И чем я в мире занят.

Теперь у вас зима.
И лунными ночами,
Я знаю, ты
Помыслишь не одна,
Как будто кто
Черемуху качает
И осыпает
Снегом у окна.

Родимая!
Ну как заснуть в метель?
В трубе так жалобно
И так протяжно стонет.
Захочешь лечь,
Но видишь не постель,
А узкий гроб
И - что тебя хоронят.

Так будто тысяча
Гнусавейших дьячков,
Поет она плакидой -
Сволочь-вьюга!
И снег ложится
Вроде пятачков,
И нет за гробом
Ни жены, ни друга!

Я более всего
Весну люблю.
Люблю разлив
Стремительным потоком,
Где каждой щепке,
Словно кораблю,
Такой простор,
Что не окинешь оком.

Но ту весну,
Которую люблю,
Я революцией великой
Называю!
И лишь о ней
Страдаю и скорблю,
Ее одну
Я жду и призываю!

Но эта пакость -
Хладная планета!
Ее и Солнцем-Лениным
Пока не растопить!
Вот потому
С больной душой поэта
Пошел скандалить я,
Озорничать и пить.

Но время будет,
Милая, родная!
Она придет, желанная пора!
Недаром мы
Присели у орудий:
Тот сел у пушки,
Этот - у пера.

Забудь про деньги ты,
Забудь про все.
Какая гибель?!
Ты ли это, ты ли?
Ведь не корова я,
Не лошадь, не осел,
Чтобы меня
Из стойла выводили!

Я выйду сам,
Когда настанет срок,
Когда пальнуть
Придется по планете,
И, воротясь,
Тебе куплю платок,
Ну, а отцу
Куплю я штуки эти.

Пока ж - идет метель,
И тысячей дьячков
Поет она плакидой -
Сволочь-вьюга.
И снег ложится
Вроде пятачков,
И нет за гробом
Ни жены, ни друга."
467,"Конь - хром,
Меч - ржав.
Кто - сей?
Вождь толп.

Шаг - час,
Вздох - век,
Взор - вниз.
Все - там.

Враг. - Друг.
Терн. - Лавр.
Всё - сон...
- Он. - Конь.

Конь - хром.
Меч - ржав.
Плащ - стар.
Стан - прям."
468,"В этот день голубых медведей,
Пробежавших по тихим ресницам,
Я провижу за синей водой
В чаше глаз приказанье проснуться.

На серебряной ложке протянутых глаз
Мне протянуто море и на нем буревестник;
И к шумящему морю, вижу, птичая Русь
Меж ресниц пролетит неизвестных.

Но моряной любес опрокинут
Чей-то парус в воде кругло-синей,
Но зато в безнадежное канут
Первый гром и путь дальше весенний."
469,"И если руку я даю -
То погадать - не целовать.

Скажи мне, встречный человек,
По синим по дорогам рек

К какому морю я приду?
В каком стакане потону?

- Чтоб навзничь бросил наповал -
Такой еще не вырос - вал.

Стакан твой каждый - будет пуст.
Сама ты - океан для уст.

Ты за стаканом бей стакан,
Топи нас, море-окиян!

                  * * *

А если руку я беру -
То не гадать - поцеловать.

Сама запуталась, паук,
В изделии своих же рук.

- Сама не разгибаю лба, -
Какая я тебе судьба?"
470,"Благодатное забвенье
Отлетело с томных вежд;
И в груди моей мученье
Всех разрушенных надежд.

Что несешь мне, день грядущий?
Отцвели мои цветы;
Слышу голос, вас зовущий,
Вас, души моей мечты!

И взвились они толпою
И уносят за собой
Юных дней моих с весною
Жизнь и радость и покой.

Но не ты ль, Любовь святая,
Мне хранителем дана!
Так лети ж, мечта златая,
Увядай, моя весна!"
471,"             Вас. Успенскому

В зеленом шуме листьев вешних,
В зеленом шорохе волны,
Я вечно жду цветов нездешних
Еще несознанной весны.

А Враг так близко в час томленья
И шепчет: ""Слаще - умереть...""
Душа, беги от искушенья,
Умей желать,- умей иметь.

И если детски плачу ночью
И слабым сердцем устаю -
Не потеряю к беспорочью
Дорогу верную мою.

Пусть круче всход - белей ступени.
Хочу дойти, хочу узнать,
Чтоб там, обняв Его колени,
И умирать - и воскресать."
472,"У каждого, кто встретится случайно
Хотя бы раз - и сгинет навсегда,
Своя история, своя живая тайна,
Свои счастливые и скорбные года.

Какой бы ни был он, прошедший мимо,
Его наверно любит кто-нибудь...
И он не брошен: с высоты, незримо,
За ним следят, пока не кончен путь.

Как Бог, хотел бы знать я все о каждом,
Чужое сердце видеть, как свое,
Водой бессмертья утолить их жажду -
И возвращать иных в небытие."
473,"И опять она стучит
Через толщу старых плит.

Стуком мерным,
Стуком верным
Сердце слабое туманит.

Часовой в оконце взглянет:
Тихо станет.

Но опять упорный стук;
Два и три, два и три -
Неизвестных милых рук
Мерный стук:
Два и три, два и три.

Только раз в моё оконце
Мне пришлось - весной - при солнце
Видеть ясное лицо
Арестантки чернобровой...

""С той поры мои оковы -
Обручальное кольцо"".
"
474,"Морозит. Снег хрустит. Туманы над полями.
Из хижин ранний дым разносится клубами
В янтарном зареве пылающих небес.
В раздумии глядит на обнаженный лес,
На домы, крытые ковром младого снега,
На зеркало реки, застынувшей у брега,
Светила дневного кровавое ядро.
Отливом пурпурным блестит снегов сребро;
Иглистым инеем, как будто пухом белым,
Унизана кора по ветвям помертвелым.
Люблю я сквозь стекла блистательный узор
Картиной новою увеселять свой взор;
Люблю в тиши смотреть, как раннею порою
Деревня весело встречается с зимою:
Там по льду гладкому и скользкому реки
Свистят и искрятся визгливые коньки;
На лыжах зверолов спешит к лесам дремучим;
Там в хижине рыбак пред пламенем трескучим
Сухого хвороста худую сеть чинит,
И сладостно ему воспомнить прежний быт,
Взирая на стекло окованной пучины,-
Про зори утренни и клики лебедины,
Про бури ярые и волн мятежный взрыв,
И свой хранительный под ивами залив,
И про счастливый лов в часы безмолвной ночи,
Когда лишь месяца задумчивые очи
Проглянут, озлатят пучины спящей гладь
И светят рыбаку свой невод подымать."
475,"Могилы вольности - Каргебиль и Гуниб
Были соразделителями со мной единых зрелищ,
И, за столом присутствуя, они б
Мне не воскликнули б: ""Что, что, товарищ,
                                  мелешь?""
Боец, боровшийся, не поборов чуму,
Пал около дороги круторогий бык,
Чтобы невопрошающих - к чему?
Узнать дух с радостью владык.
Когда наших коней то бег, то рысь
                         вспугнули их,
Пару рассеянно-гордых орлов,
Ветер, неосязуемый для нас и тих,
Вздымал их царственно на гордый лов.
Вселенной повинуяся указу,
Вздымался гор ряд долгий.
Я путешествовал по Кавказу
И думал о далекой Волге.
Конь, закинув резво шею,
Скакал по легкой складке бездны.
С ужасом, в борьбе невольной хорошея,
Я думал, что заниматься числами над
                         бездною полезно.
Невольно числа я слагал,
Как бы возвратясь ко дням творенья,
И вычислял, когда последний галл
Умрет, не получив удовлетворенья.
Далёко в пропасти шумит река,
К ней бело-красные просыпались мела,
Я думал о природе, что дика
И страшной прелестью мила.
Я думал о России, которая сменой тундр,
                          тайги, степей
Похожа на один божественно звучащий стих,
И в это время воздух освободился от цепей
И смолк, погас и стих.
И вдруг на веселой площадке,
Которая, на городскую торговку
                   цветами похожа,
Зная, как городские люди к цвету падки,
Весело предлагала цвет свой прохожим,-
Увидел я камень, камню подобный, под коим
                                     пророк
Похоронен: скошен он над плитой и увенчан
                                    чалмой.
И мощи старинной раковины, изогнуты
                           в козлиный рог,
На камне выступали; казалось, образ бога
                        камень увенчал мой.
Среди гольцов, на одинокой поляне,
Где дикий жертвенник дикому богу готов,
Я как бы присутствовал на моляне
Священному камню священных цветов.
Свершался предо мной таинственный обряд.
Склоняли голову цветы,
Закат был пламенем объят,
С раздумьем вечером свиты...
Какой, какой тысячекост,
Грознокрылат, полуморской,
Над морем островом подъемлет хвост,
Полунеземной объят тоской?
Тогда живая и быстроглазая ракушка была его
                                  свидетель,
Ныне - уже умерший, но, как и раньше,
                         зоркий камень,
Цветы обступили его, как учителя дети,
Его - взиравшего веками.
И ныне он, как с новгородичами, беседует
                                  о водяном
И, как Садко, берет на руки ветхогусли -
Теперь, когда Кавказом, моря ощеренным дном,
В нем жизни сны давно потускли.
Так, среди ""Записки кушетки"" и
                     ""Нежный Иосиф"",
""Подвиги Александра"" ваяете чудесными
                               руками -
Как среди цветов колосьев
С рогом чудесным виден камень.
То было более чем случай:
Цветы молилися, казалось, пред времен
                       давно прошедших слом
О доле нежной, о доле лучшей:
Луга топтались их ослом.
Здесь лег войною меч Искандров,
Здесь юноша загнал народы в медь,
Здесь истребил победителя леса ндрав
И уловил народы в сеть."
476,"  Баллада

По Германии обширной
Всюду слышно ликованье:
Ландграф Герман Тюрингенский
Назначает состязанье.

Но не в ловкости и силе,
Не в искусстве на турнире –
Он назначил состязанье
Для певцов на славной лире.

В замке Вартбургском высоком,
Получивши приглашенье,
Собрались певцы-поэты
Показать своё уменье.

Был там Вальтер Фогельвейде,
Громкой славою покрытый,
Вольфрам Эшенбах, не меньше
Звучной лирой знаменитый.

Было десять всех поэтов:
Девять рыцарей известных,
А десятый, Офтердинген,
Был из бюргеров поместных.

За незнатность его рода
Девять петь с ним не хотели,
Но граф Герман приказал им,
И ослушаться не смели.

Песнопенье выше жизни
Миннезингеры ценили
И условие такое
Для себя постановили:

Если кто на состязанье
Здесь покроется позором,
То позор ему немедля
Будет смертным приговором.

Испросив согласье графа,
Палача они призвали
И верёвочные петли
Ему сделать приказали.

Так с верёвками на шее
Все по очереди пели.
Граф, придворные и гости
В зале судьями сидели.

Много было спето песен
На том важном состязанье,
В них певцы передавали
Стародавние сказанья.

Пели песни о турнирах,
О сраженьях беспримерных,
О деяниях героев,
О походах на неверных.

О Марии Деве пели,
Как в раю Она сияет
И предивной красотою
Даже солнце затмевает.

О любви, о сердце пели,
Воспевали дам прекрасных,
Их наряды, стан и очи
И поклонников их страстных.

Восхваляли щедрость знатных
Графов, герцогов, баронов,
Пели прелести природы,
Красоту альпийских склонов.

Долго песни раздавались,
Граф и судьи им внимали,
Но решить, кто пел всех лучше,
На себя они не взяли.

Лишь признали, что позором
Ни один здесь не покрылся,
И палач, оставшись праздным,
Взяв верёвки, удалился.

Но поэты без решенья
Не хотели оставаться:
Кто же первым, кто последним
Должен был из них считаться?

Девять рыцарей-поэтов,
Саном гордые, смущались
Тем, что с бюргером каким-то
Наравне здесь оказались.

Стали думать, кто поможет
Разрешить их колебанья,
И послали звать Клингсора
Быть судьёй на состязанье.

Он премудростью великой
По Германии был славен,
С ним никто в искусствах тайных
И в науках не был равен.

И когда он прибыл в Вартбург,
Собралися в залу снова
И во всём его решенью
Подчиниться дали слово.

Началося состязанье,
Девять знатных менестрелей
Со стараньем необычным
Пред судьёю мудрым пели.

Благосклонно он их слушал,
Но когда запел десятый,
Что-то новое узнал он,
Чудным трепетом объятый.

Песнь за песнью Офтердинген
Пел, по струнам ударяя,
Позабывши всё на свете,
Вдохновенью лишь внимая.

И когда он кончил пенье,
Долго-долго всё собранье
Пребывало недвижимо
И полно очарованья.

Точно в воздухе остались
И дрожали песен звуки,
Звуки радости и счастья
И какой-то сладкой муки.

И мудрец, как в сновиденье,
Эти грёзы песен слушал,
Наконец, от них очнувшись,
Он молчание нарушил:

«Родом знатные поэты!
Избалованные славой,
Пред поэтом неизвестным
Оказались вы не правы.

Что он ниже вас сословьем –
Пусть вас это не смущает:
Чад своих не за породу
Бог талантом награждает.

Кто вам равен в песнопенье –
Будь незнатным, небогатым, –
Но, искусством обладая,
Должен вам считаться братом.

Ведь все люди в Божьем мире –
Все семьи единой братья.
Офтердингену теперь же
Вы должны раскрыть объятья.

И должны мне покориться,
Вашу гордость оставляя,
Ибо первым между вами
Здесь его я объявляю».

Так Клингсор изрёк решенье.
Старцу мудрому дивились,
И с его высоким мненьем
Все покорно согласились.

Девять рыцарей-поэтов
Офтердингена признали
Славным братом по искусству
И главой певцов назвали.

И из Вартбурга с ним вместе
По Германии ходили,
Услаждая песнопеньем
Всех, кто пение любили.
"
